"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/VREditor/TransformGizmo/Main.Main","24","2","2","1","2.001925","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","24","41","41","1","47.248775","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","24","20","20","1","32.242218","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","24","10","10","1","5.867254","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","24","4","4","1","2.496507","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","24","97","97","1","116.459373","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","24","591","591","1","699.699402","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","24","27","27","1","28.605656","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","24","2","2","1","1.495805","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","24","2","2","1","1.513743","0","0"
"/Game/SideScrollerBP/Team777/Material/t_track_Mat.t_track_Mat","24","35","35","1","43.056904","0","0"
"/Game/SideScrollerBP/Team777/Material/Film_reel2.Film_reel2","24","20","20","1","23.407444","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Wall_Paint.Wall_Paint","24","20","20","1","23.306335","0","0"
"/Game/SideScrollerBP/Team777/Material/t_title_Mat.t_title_Mat","24","27","27","1","28.658216","0","0"
"/Engine/VREditor/Fonts/VRTextMaterial.VRTextMaterial","24","9","9","1","5.942678","0","0"
"/DatasmithContent/Materials/AliasMaster.AliasMaster","24","70","70","1","104.491882","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__7312.Material__7312","24","20","20","1","29.050653","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__7311.Material__7311","24","20","20","1","28.459658","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3316.Material__3316","24","20","20","1","29.805035","0","0"
"/Game/SideScrollerBP/Team777/Hazards/01_-_Default.01_-_Default","24","20","20","1","30.428122","0","0"
"/Game/SideScrollerBP/Team777/Player/lambert1.lambert1","24","40","40","1","62.013733","0","0"
"/Game/SideScrollerBP/Team777/Player/Main_Character_Diffuse_Map_Mat.Main_Character_Diffuse_Map_Mat","24","40","40","1","65.973480","0","0"
"/Game/SideScrollerBP/Team777/Material/White.White","24","55","55","1","92.766579","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","24","10","10","1","12.855991","0","0"
"/Game/SideScrollerBP/Team777/Enemies/t_potenemy_Mat.t_potenemy_Mat","24","40","40","1","61.282730","0","0"
"/Game/SideScrollerBP/Team777/Material/Fire_material_Mat.Fire_material_Mat","24","54","54","1","65.683960","0","0"
"/Game/SideScrollerBP/Team777/Material/m_burnhole.m_burnhole","24","27","27","1","29.952627","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","24","55","55","1","74.583893","0","0"
"/Game/SideScrollerBP/Team777/Material/popcorn_-_Full_Mat.popcorn_-_Full_Mat","24","27","27","1","35.775719","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Windows_Mat.Windows_Mat","24","20","20","1","34.300755","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Costsalot_Mat.Costsalot_Mat","24","20","20","1","34.973377","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Bacchus_sign_Mat.Bacchus_sign_Mat","24","20","20","1","31.956091","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Window_Mat.Window_Mat","24","20","20","1","33.660980","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/new_window_Mat.new_window_Mat","24","20","20","1","32.204983","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Bin_Grey_Mat.Bin_Grey_Mat","24","20","20","1","32.388889","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Floor_texture_Mat.Floor_texture_Mat","24","35","35","1","57.785126","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/wall_texture_Mat.wall_texture_Mat","24","35","35","1","54.950291","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Surgery_sign_Mat.Surgery_sign_Mat","24","20","20","1","29.317747","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Segway_logo_Mat.Segway_logo_Mat","24","20","20","1","28.113548","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Segway_Green_Mat.Segway_Green_Mat","24","20","20","1","29.858068","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Road_Tarmac_Mat.Road_Tarmac_Mat","24","20","20","1","29.502554","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Proud_sign_Mat.Proud_sign_Mat","24","20","20","1","30.644400","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Pavement_Mat.Pavement_Mat","24","20","20","1","29.633575","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Green_Mat.Green_Mat","24","20","20","1","29.780769","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Carpark_floor_Mat.Carpark_floor_Mat","24","20","20","1","29.239616","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Brown_Mat.Brown_Mat","24","20","20","1","30.252312","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","24","2","2","1","2.250638","0","0"
"/Game/SideScrollerBP/Team777/Material/Red.Red","24","75","75","1","118.363411","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Nahbros_logo_Mat.Nahbros_logo_Mat","24","20","20","1","31.883051","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Cineworld_logo_Mat.Cineworld_logo_Mat","24","20","20","1","34.908791","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Chorizo_logo_Mat.Chorizo_logo_Mat","24","20","20","1","34.749943","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Burger_Pope_Sign_Mat.Burger_Pope_Sign_Mat","24","20","20","1","33.147743","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Building_acc_2_Mat.Building_acc_2_Mat","24","20","20","1","34.550346","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Bench_Decal_Mat.Bench_Decal_Mat","24","20","20","1","32.740555","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Red_fruit_Mat.Red_fruit_Mat","24","20","20","1","31.797609","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Oranges_Mat.Oranges_Mat","24","20","20","1","31.757847","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Mural_Mat.Mural_Mat","24","20","20","1","32.067940","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Market_Roof_2_Mat.Market_Roof_2_Mat","24","20","20","1","35.289459","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Market_Roof_1_Mat.Market_Roof_1_Mat","24","20","20","1","35.372955","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Fish_Grey_Mat.Fish_Grey_Mat","24","20","20","1","31.874039","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Blue_Building_Mat.Blue_Building_Mat","24","20","20","1","32.174137","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Black_Mat.Black_Mat","24","20","20","1","35.199516","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Bank_Sign_Mat.Bank_Sign_Mat","24","20","20","1","34.356976","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Apples_Mat.Apples_Mat","24","20","20","1","32.429829","0","0"
"/Game/SideScrollerBP/Meshes/CubeMaterial.CubeMaterial","24","35","35","1","58.360401","0","0"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","24","10","10","1","12.774096","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Untitled-1_Mat.Untitled-1_Mat","24","20","20","1","33.201752","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Spitfire_Sign_Mat.Spitfire_Sign_Mat","24","20","20","1","31.869049","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/road_Mat.road_Mat","24","20","20","1","32.200825","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Orange_Mat.Orange_Mat","24","20","20","1","34.262569","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Oatcakes_Mat.Oatcakes_Mat","24","20","20","1","33.433559","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Local_Store_Sign_Mat.Local_Store_Sign_Mat","24","20","20","1","32.953857","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Kebab_house_sign_Mat.Kebab_house_sign_Mat","24","20","20","1","34.472416","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Insurance_Mat.Insurance_Mat","24","20","20","1","32.989750","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Frame_Mat.Frame_Mat","24","20","20","1","31.320112","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Cone_Mat.Cone_Mat","24","20","20","1","31.404053","0","0"
"/Niagara/DefaultAssets/M_Gnomon.M_Gnomon","24","6","6","1","6.663465","0","0"
"/Game/SideScrollerBP/Team777/Material/ShinyMetal.ShinyMetal","24","60","60","1","101.352928","0","0"
"/Game/SideScrollerBP/Team777/Meshes/t_platform_Mat.t_platform_Mat","24","35","35","1","60.744587","0","0"
"/Game/SideScrollerBP/Team777/Meshes/lambert1.lambert1","24","35","35","1","57.504761","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Walls_supermarket_Mat.Walls_supermarket_Mat","24","20","20","1","32.421867","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Torch_Light_Mat.Torch_Light_Mat","24","20","20","1","31.608810","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Supermarket_walls_Mat.Supermarket_walls_Mat","24","20","20","1","31.876583","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Supermarket_floor_Mat.Supermarket_floor_Mat","24","20","20","1","31.275103","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/lyle_and_luke_Mat.lyle_and_luke_Mat","24","20","20","1","33.312191","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Kyles_Cola_logo_Mat.Kyles_Cola_logo_Mat","24","20","20","1","32.551704","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Grey_Mat.Grey_Mat","24","20","20","1","32.784069","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Flour_Packet_Mat.Flour_Packet_Mat","24","20","20","1","32.407158","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Floor_Bridge_Texture_Mat.Floor_Bridge_Texture_Mat","24","20","20","1","33.725651","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/digestive_red_Mat.digestive_red_Mat","24","20","20","1","33.747749","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Digestives_logo_Mat.Digestives_logo_Mat","24","20","20","1","31.821938","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Brown_tree_Mat.Brown_tree_Mat","24","20","20","1","35.744892","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Bin_Decal_Mat.Bin_Decal_Mat","24","20","20","1","33.740601","0","0"
"/Game/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","24","108","108","2","160.593857","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__4459.Material__4459","24","20","20","1","30.851067","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3386.Material__3386","24","20","20","1","30.554255","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3384.Material__3384","24","20","20","1","31.786070","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3383.Material__3383","24","20","20","1","30.974220","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3382.Material__3382","24","20","20","1","31.403799","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3381.Material__3381","24","20","20","1","30.981085","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3380.Material__3380","24","20","20","1","33.505337","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3379.Material__3379","24","20","20","1","30.929440","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3376.Material__3376","24","20","20","1","32.329704","0","0"
"/Game/SideScrollerBP/Team777/Intro/TeamLogo_Video_Mat.TeamLogo_Video_Mat","24","20","20","1","31.205238","0","0"
"/Game/SideScrollerBP/Team777/Enemies/14_-_Polished_Aluminum.14_-_Polished_Aluminum","24","40","40","1","63.690498","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3375.Material__3375","24","20","20","1","31.445839","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3374.Material__3374","24","20","20","1","30.476234","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3373.Material__3373","24","20","20","1","31.031843","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3372.Material__3372","24","20","20","1","30.656319","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3362.Material__3362","24","20","20","1","31.377172","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3361.Material__3361","24","20","20","1","32.044132","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3360.Material__3360","24","20","20","1","29.715317","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3359.Material__3359","24","20","20","1","30.745066","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3345.Material__3345","24","20","20","1","30.523382","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3318.Material__3318","24","20","20","1","32.601212","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3317.Material__3317","24","20","20","1","32.309608","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3315.Material__3315","24","20","20","1","32.808392","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3314.Material__3314","24","20","20","1","31.984781","0","0"
"/Game/SideScrollerBP/Team777/Material/Film_reel.Film_reel","24","20","20","1","33.809685","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","24","105","105","1","165.975601","0","0"
