"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","24","0","26","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","24","0","20","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","24","0","41","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","24","0","20","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","24","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","24","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","24","0","97","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","24","0","591","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","24","0","27","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","24","0","2","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Wall_Paint.Wall_Paint","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Material/t_title_Mat.t_title_Mat","24","0","27","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__7312.Material__7312","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__7311.Material__7311","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3316.Material__3316","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Hazards/01_-_Default.01_-_Default","24","0","20","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","24","0","10","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Enemies/t_potenemy_Mat.t_potenemy_Mat","24","0","40","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Material/m_burnhole.m_burnhole","24","0","27","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Material/Fire_material_Mat.Fire_material_Mat","24","0","54","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Material/White.White","24","0","55","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","24","0","55","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Player/lambert1.lambert1","24","0","40","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Player/Main_Character_Diffuse_Map_Mat.Main_Character_Diffuse_Map_Mat","24","0","40","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Material/popcorn_-_Full_Mat.popcorn_-_Full_Mat","24","0","27","1","0.000000","0","0"
"/Engine/VREditor/Fonts/VRTextMaterial.VRTextMaterial","24","0","9","1","0.000000","0","0"
"/DatasmithContent/Materials/AliasMaster.AliasMaster","24","0","70","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Material/t_track_Mat.t_track_Mat","24","0","35","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Material/Film_reel2.Film_reel2","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Material/Red.Red","24","0","75","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","24","0","2","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Window_Mat.Window_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Surgery_sign_Mat.Surgery_sign_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Segway_logo_Mat.Segway_logo_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Segway_Green_Mat.Segway_Green_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Road_Tarmac_Mat.Road_Tarmac_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Proud_sign_Mat.Proud_sign_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Pavement_Mat.Pavement_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/new_window_Mat.new_window_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Green_Mat.Green_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Carpark_floor_Mat.Carpark_floor_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Brown_Mat.Brown_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Bin_Grey_Mat.Bin_Grey_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Floor_texture_Mat.Floor_texture_Mat","24","0","35","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/wall_texture_Mat.wall_texture_Mat","24","0","35","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Windows_Mat.Windows_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Costsalot_Mat.Costsalot_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Bacchus_sign_Mat.Bacchus_sign_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Red_fruit_Mat.Red_fruit_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Oranges_Mat.Oranges_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Mural_Mat.Mural_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Market_Roof_2_Mat.Market_Roof_2_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Market_Roof_1_Mat.Market_Roof_1_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Fish_Grey_Mat.Fish_Grey_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Blue_Building_Mat.Blue_Building_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Black_Mat.Black_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Bank_Sign_Mat.Bank_Sign_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Apples_Mat.Apples_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Building_acc_2_Mat.Building_acc_2_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Bench_Decal_Mat.Bench_Decal_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Nahbros_logo_Mat.Nahbros_logo_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Cineworld_logo_Mat.Cineworld_logo_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Chorizo_logo_Mat.Chorizo_logo_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Burger_Pope_Sign_Mat.Burger_Pope_Sign_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Local_Store_Sign_Mat.Local_Store_Sign_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Kebab_house_sign_Mat.Kebab_house_sign_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Insurance_Mat.Insurance_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Frame_Mat.Frame_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Cone_Mat.Cone_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Untitled-1_Mat.Untitled-1_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Spitfire_Sign_Mat.Spitfire_Sign_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/road_Mat.road_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Orange_Mat.Orange_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Oatcakes_Mat.Oatcakes_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Meshes/CubeMaterial.CubeMaterial","24","0","35","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","24","0","10","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Material/ShinyMetal.ShinyMetal","24","0","60","1","0.000000","0","0"
"/Niagara/DefaultAssets/M_Gnomon.M_Gnomon","24","0","6","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/t_platform_Mat.t_platform_Mat","24","0","35","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/lambert1.lambert1","24","0","35","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Walls_supermarket_Mat.Walls_supermarket_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Torch_Light_Mat.Torch_Light_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Supermarket_walls_Mat.Supermarket_walls_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Supermarket_floor_Mat.Supermarket_floor_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/lyle_and_luke_Mat.lyle_and_luke_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Kyles_Cola_logo_Mat.Kyles_Cola_logo_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Grey_Mat.Grey_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Flour_Packet_Mat.Flour_Packet_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Floor_Bridge_Texture_Mat.Floor_Bridge_Texture_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/digestive_red_Mat.digestive_red_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Digestives_logo_Mat.Digestives_logo_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Brown_tree_Mat.Brown_tree_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Modules/ModuleTextures/Bin_Decal_Mat.Bin_Decal_Mat","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__4459.Material__4459","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3386.Material__3386","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3384.Material__3384","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3383.Material__3383","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3382.Material__3382","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3381.Material__3381","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3380.Material__3380","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3379.Material__3379","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3376.Material__3376","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3375.Material__3375","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3374.Material__3374","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3373.Material__3373","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3372.Material__3372","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3362.Material__3362","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3361.Material__3361","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3360.Material__3360","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3359.Material__3359","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3345.Material__3345","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3318.Material__3318","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3317.Material__3317","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3315.Material__3315","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Meshes/Material__3314.Material__3314","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Material/Film_reel.Film_reel","24","0","20","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Intro/TeamLogo_Video_Mat.TeamLogo_Video_Mat","24","0","20","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","24","0","105","1","0.000000","0","0"
"/Game/SideScrollerBP/Team777/Enemies/14_-_Polished_Aluminum.14_-_Polished_Aluminum","24","0","40","1","0.000000","0","0"
"/Game/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","24","0","108","2","0.000000","0","0"
